document;term;count;rank;Title
256;optimization;0,036347708;7;Development of methods for deriving optimized shapes of morphing structures considering both aerodynamic performances and specific mechanical morphing boundary conditions
256;procedure;0,03602571;8;Development of methods for deriving optimized shapes of morphing structures considering both aerodynamic performances and specific mechanical morphing boundary conditions
256;aircraft;0,032452624;9;Development of methods for deriving optimized shapes of morphing structures considering both aerodynamic performances and specific mechanical morphing boundary conditions
256;multi;0,028875611;10;Development of methods for deriving optimized shapes of morphing structures considering both aerodynamic performances and specific mechanical morphing boundary conditions
257;renovation;0,125081389;1;Development of near zero energy building renovation
257;retrofit;0,039798624;2;Development of near zero energy building renovation
257;residential;0,039200444;3;Development of near zero energy building renovation
257;building;0,038426321;4;Development of near zero energy building renovation
257;energy;0,035533032;5;Development of near zero energy building renovation
257;buildings;0,027517049;6;Development of near zero energy building renovation
257;retrofitting;0,026331439;7;Development of near zero energy building renovation
257;stock;0,022874378;8;Development of near zero energy building renovation
257;toolkit;0,022404128;9;Development of near zero energy building renovation
257;deep;0,017905285;10;Development of near zero energy building renovation
258;diagnosis;0,036113908;1;Development of new diagnostic tools and technologies: in vitro devices, assays and platforms
258;dna;0,033265473;2;Development of new diagnostic tools and technologies: in vitro devices, assays and platforms
258;diagnostics;0,026526938;3;Development of new diagnostic tools and technologies: in vitro devices, assays and platforms
258;detection;0,025577725;4;Development of new diagnostic tools and technologies: in vitro devices, assays and platforms
258;device;0,02438249;5;Development of new diagnostic tools and technologies: in vitro devices, assays and platforms
258;sample;0,022410392;6;Development of new diagnostic tools and technologies: in vitro devices, assays and platforms
258;cancer;0,021962487;7;Development of new diagnostic tools and technologies: in vitro devices, assays and platforms
258;diagnostic;0,02194804;8;Development of new diagnostic tools and technologies: in vitro devices, assays and platforms
258;biomarkers;0,02154069;9;Development of new diagnostic tools and technologies: in vitro devices, assays and platforms
258;care;0,021480067;10;Development of new diagnostic tools and technologies: in vitro devices, assays and platforms
259;gear;0,062114445;1;Development of new technological concepts towards the next generation of rolling stock, applied to major subsystems such as Carbody, Running Gear, Brakes, Doors and Modular interiors
259;entry;0,055009638;2;Development of new technological concepts towards the next generation of rolling stock, applied to major subsystems such as Carbody, Running Gear, Brakes, Doors and Modular interiors
259;running;0,047019022;3;Development of new technological concepts towards the next generation of rolling stock, applied to major subsystems such as Carbody, Running Gear, Brakes, Doors and Modular interiors
259;specification;0,036673092;4;Development of new technological concepts towards the next generation of rolling stock, applied to major subsystems such as Carbody, Running Gear, Brakes, Doors and Modular interiors
259;seeks;0,032558542;5;Development of new technological concepts towards the next generation of rolling stock, applied to major subsystems such as Carbody, Running Gear, Brakes, Doors and Modular interiors
259;considering;0,027581134;6;Development of new technological concepts towards the next generation of rolling stock, applied to major subsystems such as Carbody, Running Gear, Brakes, Doors and Modular interiors
259;systems;0,027577738;7;Development of new technological concepts towards the next generation of rolling stock, applied to major subsystems such as Carbody, Running Gear, Brakes, Doors and Modular interiors
259;mechanical;0,026775177;8;Development of new technological concepts towards the next generation of rolling stock, applied to major subsystems such as Carbody, Running Gear, Brakes, Doors and Modular interiors
259;vehicles;0,026775177;9;Development of new technological concepts towards the next generation of rolling stock, applied to major subsystems such as Carbody, Running Gear, Brakes, Doors and Modular interiors
259;materials;0,025387562;10;Development of new technological concepts towards the next generation of rolling stock, applied to major subsystems such as Carbody, Running Gear, Brakes, Doors and Modular interiors
26;forest;0,1280129;1;Adaptive tree breeding strategies and tools for forest production systems resilient to climate change and natural disturbances
26;tree;0,099877874;2;Adaptive tree breeding strategies and tools for forest production systems resilient to climate change and natural disturbances
26;breeding;0,072575904;3;Adaptive tree breeding strategies and tools for forest production systems resilient to climate change and natural disturbances
